date,ticker,tweet_text
2023-11-10,BRPT,Pindah ke BRPT sama PTRO dulu nder
2023-11-10,BRPT,Aneh Saham BREN dan BRPT
2023-11-09,BRPT,Dulu sopir angkot kini Prajogo Pangestu menjadi orang terkaya nomor empat di Indonesia pasca IPO saham CUAN dan BREN tahun ini Kinerja saham milik PP memang super luar biasa BRPT 40 TPIA 16 BREN 435 CUAN 2454 YTD sd 9 Nov 2023 Kenapa luar biasa Saham saham
2023-11-06,BRPT,CUAN otw 6 000 lagi nih Mantap pak PP BREN dan BRPT ikutan yoks
2023-11-03,BRPT,Berita akhir pekan Prajogo Pangestu membeli 2 6 juta 0 003 saham BRPT pada 23 OKtober 2023 ADHI gadaikan 51 saham anak usahanya PT Dumai Tirta Persada DTP senilai Rp69 7 M Berita lain dan lengkapnya
2023-10-31,BRPT,Buah dari kesabaran hold BRPT
2023-10-31,BRPT,BRPT BUY Terbentuk Three Inside Up berpotensi melanjutkan penguatan Area beli terbaik pada range 1000 1050 Stoploss jika Closing di bawah level 950 Disclaimer on BRPT BahanaSekuritas
2023-10-30,BRPT,yokk besok brpt beraksi
2023-10-30,BRPT,Apakah sinyal perlawanan naik ini bisa menjadi sinyal dari selesainya tren turun BRPT yang sudah berjalan dalam beberapa minggu sebelumnya Pembahasan selengkapnya bisa dibaca disini
2023-10-30,BRPT,Barito grup semua sahamnya pada naik gokiiil BREN BRPT CUAN kalo bank jangan tanya lagi BBCA juara yaaa
2023-10-27,BRPT,Santai aja yah Dik BREN kamu kan udah Ketua Partai biar aja kakak CUAN ara ara karena dia Cawapres Bapak BRPT rela dihujat demi kalian harus saling mendukung
2023-10-24,BRPT,BRPT pantulan riak riak kecil
2023-10-23,BRPT,BRPT arus buangan masih deras tapi sepertinya besok ada riak riak kecil pantulan
2023-10-21,BRPT,sangsut seminggu ini ambil BRPT jual PGEO
2023-10-16,BRPT,Jika berhasil closing hari ini dengan candle hammer maka akan menjadi menarik dan layak dikoleksi tadi aku nuggu di 1 055 tetapi gak dapet BRPT
2023-10-15,BRPT,Oke saya akan ceritakan pengalaman coba coba beli saham punya Prajogo Pangestu yakni BRPT pada 2021 di harga Rp1 000 an per saham Posisi itu saya bilang mahal kenapa karena kenaikannya sangat cepat dan PBV nya saja sudah sekitar 4 kali waktu itu
2023-10-12,BRPT,pak ko adek di beliin maenan terus sih kakak kapan BRPT x BREN
2023-10-12,BRPT,BRPT ACCUM BUY Berhasil Rebound dari Bottoming Area berpotensi terjadi penguatan Area beli terbaik pada range 1200 1250 Stoploss jika Closing di bawah level 1165 Disclaimer on BRPT BahanaSekuritas
2023-10-11,BRPT,tes ilmu BRPT lumayan bayar parkiran
2023-10-11,BRPT,BRPT tu shareholder terbesarnya BREN nder
2023-10-10,BRPT,Ak akn msuk BRPT
2023-10-10,BRPT,Kirain shm BRPT bakal terbang juga kayak BREN Ternyata malah nyungsep
2023-10-09,BRPT,Ngajuin 200 dpt 30 kak yg dpt 92 lot kan sender yg kirim postingan ini aku bukan sendernya aku berani beli byk krn saham Bren ini adiknya BRPT overlot juga kan yg ikutan beli rebutan bgt yg beli Bren
2023-10-09,BRPT,BRPT nya malah nyungsep
2023-10-09,BRPT,BRPT BUY Terbentuk Morning Star berpotensi melanjutkan penguatan Area beli terbaik pada range 1300 1350 Stoploss jika Closing di bawah level 1270 Disclaimer on BRPT BahanaSekuritas
2023-10-09,BRPT,kabuuurrrr dari IOTF BRPT udah sampai target cabut
2023-10-07,BRPT,Market Cap BRPT sekarang sekitar 127 T menempati ranking MarketCap terbesar ke 12 di bursa kita Senin esok BRPT listing langsung menempati ranking ke 14 dengan nilai kapitalisasi pasar sekitar 104 39 T langsung menggeser posisi Sampoerna dan Goto
2023-10-06,BRPT,BRPT entry dgn harga skrg masih aman Worst Risik 6 Pro Hype IPO BREN ada kans harga akan ikut naik Cons ada MG avg hrg bawah rawan TP Basic Material sesi I ini udah naik 1 10
2023-10-04,BRPT,Shm BRPT lagi turun lumayan Pada mau masuk nih kayaknya
2023-10-04,BRPT,BRPT ACCUM BUY Terbentuk Three Inside Up berpotensi terjadi penguatan Area beli terbaik pada range 1350 1400 Stoploss jika Closing di bawah level 1300 Disclaimer on BRPT BahanaSekuritas
2023-10-03,BRPT,2 BREN Anak usaha BRPT di bidang geothermal Harga penawaran Rp780 PER 70 1x PBV 15 3x Market cap Rp104 8 T Lengkapnya
2023-09-27,BRPT,BRPT ACCUM BUY Berada di Bottoming Area berpotensi terjadi penguatan Area beli terbaik pada range 1325 1375 Stoploss jika Closing di bawah level 1300 Disclaimer on BRPT BahanaSekuritas
2023-09-26,BRPT,Perasaan Asing Feel like Ke ritel Btw asing net sell 400 m klu g salah PGEO BRPT ADRO BBRI
2023-09-26,BRPT,Yang di rasain asing ama ritel di IHSG saat ini feel like PGEO BRPT ADRO BBRI FYI asing net sell 400 m klu g salah
2023-09-26,BRPT,BREN merupakan perusahaan holding di bidang geothermal dan bagian dari grup Barito Pacific BRPT
2023-09-26,BRPT,BRPT FILM PGEO merah berjamaah di Running Trade IHSG sejam ini merah mulu Sungguh kurang menggairahkan nih
2023-09-25,BRPT,Kira kira setelah adanya bursa karbon bakal sell on news atau bisa naik lagi ya PGEO IHSG BRPT ADRO
2023-09-23,BRPT,BRPT weeklynya ada yg nahan tuh kmrn sempet coba breakout tp fail mungkin bisa dipantengin dulu jadi watchlist kalo bisa stabil diMA5 garis merah
2023-09-22,BRPT,Apa dosa saham TPIA saat harga sahamnya Prajogo yang lain lagi naik BRPT CUAN GZCO eh dia malah koreksi sendiri Mungkin penyebabnya kenaikan harga minyak kali ya karena kalau harga minyak dunia naik biaya operasional TPIA bakal naik juga
2023-09-22,BRPT,BRPT BUY Dalam fase Riding berpotensi melanjutkan penguatan Area beli terbaik pada range 1450 1550 Stoploss jika Closing di bawah level 1400 Disclaimer on BRPT BahanaSekuritas
2023-09-18,BRPT,Oh ini yang lagi rame Si anak perusahaannya nya Prajogo Pangestu BRPT Mau IPO
2023-09-18,BRPT,BRPT HOLD Dalam fase Riding berpotensi melanjutkan penguatan Area beli terbaik pada range 1400 1450 Stoploss jika Closing di bawah level 1380 BRPT
2023-09-17,BRPT,BRPT PGEO ADRO MEDC mana suaranya
2023-09-15,BRPT,Jgn lupa Siapin cash buat BREN anak usaha BRPT nih mau ipo Aroma CUAN sangat tajam menyibak sanubari Meski belum rilis prospektusnya aku sih YAKIN banget nih sama PP
2023-09-15,BRPT,BREN anak usaha BRPT mau IPO guys Nnti di bahas klo udah ada Prospektus lengkap
2023-09-15,BRPT,BREN BRPT Jalur Resmi
2023-09-14,BRPT,BRPT luar biasa prayoga
2023-09-13,BRPT,BRPT BUY Dalam fase Riding berpotensi penguatan Area beli terbaik pada range 1180 1210 Stoploss jika Closing di bawah level 1170 Disclaimer On BRPT
2023-09-12,BRPT,BRPT HAPCU BRPT turun disini dulu ah butuh duit buat beli pulsa soalnya
2023-09-10,BRPT,BRPT cukup menarik ini Nyoba nyicil dikit2
2023-09-08,BRPT,Kepikiran mau all in BRPT Gas gak ya Shm
2023-09-07,BRPT,Ngapain cuan dari capital gain Mending bikin akun sekuritas sebar 1 lot di banyak saham 50 100 Nanti kalau misalnya kayak kasus BRPT BGTG dsb bisa cuan 1000 tinggal bikin kelas harga puluhan jeti wkkwk
2023-09-07,BRPT,Menakar prospek 4 saham renewable energy murni di Indonesia IHSG PGEO BRPT UNTR KEEN
2023-09-05,BRPT,The Real Penutup Lord Prajogo Pangestu dan Panas Bumi BRPT TPIA CUAN Selalu
2023-09-05,BRPT,Membahas si Panas Bumi PGEO BRPT Supreme Energy dan MEDC Semoga bermanfaat untuk anak anak tahun 90 an di pasar modal
2023-09-05,BRPT,Kedua emiten tersebut adalah salah satu bagian usaha dari Barito Pacific Group alias BRPT yaitu Star Energy Pte Ltd dan PGEO
2023-09-05,BRPT,Sudah lama aku tidak bahas thread Mari kita bedah perusahaan panas bumi di Indonesia BRPT PGEO MEDC Random Related Tag UNTR RUIS
2023-09-04,BRPT,Semoga Bermanfaat Menyambut latah booming panas bumi di Indonesia PGEO BRPT MEDC RUIS
2023-09-02,BRPT,Sebuah pertanda kenangan berapa puluh tahun BRPT TPIA CUAN GZCO
2023-08-30,BRPT,BRPT Ini baru pengandaian kalau2 nanti ditambah Star Energy IPO kalau beneran semoga jadi Ini bakalan guede banget Wah gila si ini FYI BRPT punya 80 an saham Star Energy lewat anak usahanya Dahlah ini akan gede
2023-08-28,BRPT,BRPT pantesan CUAN Konglomerat Prajogo Pangestu kembali memborong saham perusahaan miliknya PT Barito Pacific Tbk BRPT Prajogo tercatat melakukan pembelian saham pada tanggal 9 10 11 dan 21 Agustus 2023
2023-08-28,BRPT,BRPT mau digoreng juga kah om prajogo
2023-08-28,BRPT,3 Sumber Kekayaan Prajogo Pangestu Jadi Orang Terkaya Ke 4RI BRPT TPIA CUAN
2023-08-24,BRPT,om Prajogo nih lebih bersahabat dari om salim ama ai kemaren di kasih dari BRPT jual untuk nambah muatan di TPIA lanjut ya om
2023-08-24,BRPT,Star Energynya BRPT nomer 1 di Indonesia dan 7 di dunia
2023-08-24,BRPT,Keknya Indonesia bener2 mau ganti PLTU jadi panas bumi Nih BRPT aja ikutan kena dampak positifnya BRPT punya Star Energy yg ngelola PLTP Salak
2023-08-24,BRPT,CUAN di BRPT siapa Orang baik di Market
2023-08-24,BRPT,BRPT Waduh pelan pelan pak sopir ngebut kali anda
2023-08-24,BRPT,BRPT Udah sampek pucuk 17 hari bursa
2023-08-24,BRPT,Bursa karbon diperkirakan akan segera beroperasi akhir September 2023 Berikut adalah beberapa emiten yang diuntungkan dengan adanya bursa karbon PGEO BRPT SULI WOOD KEEN ARKO INDY ADRO
2023-08-23,BRPT,Siaran Pers Bursa Karbon Indonesia Random Tag ARKO KEEN BRPT PGEO WOOD SULI INDY
2023-08-23,BRPT,Sebelumnya ada BRPT yang punya perusahaan panas bumi terbesar di Indonesia PGEO panas bumi kedua terbesar hingga MEDC yang sempat drama ngelola Sarulla gara gara mangkrak untungnya sekarang sudah menikmati cuannya
2023-08-22,BRPT,BRPT BUY Berada di Bottoming Area berpotensi terjadi penguatan Area beli terbaik pada range 870 900 Stoploss jika Closing di bawah level 860 Disclaimer On BRPT
2023-08-11,BRPT,BRPT Qadarullah for closing tidak disangka bisa skencang ini next 950
2023-08-11,BRPT,BRPT Alhamdulillah harus kudu sabar banget emiten kaya gini emang hapcu
2023-08-08,BRPT,Smoga sukses Chandra Asri BRPT TPIA CUAN
2023-08-08,BRPT,Kabar yang mengembirakan BRPT TPIA CUAN
2023-08-08,BRPT,Mantul nih Chandra Asri BRPT TPIA CUAN
2023-08-08,BRPT,Josss dehhh Chandra Asri BRPT TPIA CUAN
2023-08-08,BRPT,Luar biasaa nih Chandra Asri Kerennnn BRPT TPIA CUAN
2023-08-08,BRPT,Wah ini kabar baik nih semoga aja juga berimbas pada dibukanya lapangan kerja baru nanti Aamiin BRPT TPIA CUAN
2023-08-08,BRPT,Saya yakin dengan adanya kerjasama dua perusahaan ini akan membuka lapangan baru lagi dah Kalau menurut kalian gimana guys BRPT TPIA CUAN
2023-08-08,BRPT,Ok banget nihh Chandra Asri BRPT TPIA CUAN
2023-08-08,BRPT,Chandra Asri Kerennnn BRPT TPIA CUAN
2023-08-08,BRPT,Alhamdulillah ada kerjasama Artinya bukan tidak mungkin kedua perusahaan ini akan membuka lapangan kerja baru BRPT TPIA CUAN
2023-08-08,BRPT,Nah semoga dengan kerja sama ini lapangan kerja terbuka lebar bagi masyarakat kita ya BRPT TPIA CUAN
2023-08-08,BRPT,Wah ini keren dah aku yakin kerja sama ini mampu menciptakan lapangan kerja yg banyak BRPT TPIA CUAN
2023-08-08,BRPT,Alhamdulillah kabar baik semoga berimbas pada dibukanya lapangan baru ya hehehehe BRPT TPIA CUAN
2023-08-08,BRPT,Alhamdulillah saya yakin ini akan membuka banyak lapangan kerja lagi BRPT TPIA CUAN
2023-08-08,BRPT,Keren banget Chandra Asri BRPT TPIA CUAN
2023-08-08,BRPT,Jaya terus BRPT TPIA CUAN
2023-08-08,BRPT,Investasi keren berkilau BRPT TPIA CUAN
2023-08-08,BRPT,Investasi mantul BRPT TPIA CUAN
2023-08-08,BRPT,Sukses terus untuk kerjasamanya BRPT TPIA CUAN
2023-08-08,BRPT,Semakin luar biasa BRPT TPIA CUAN
2023-08-08,BRPT,Join bisnis Candra Asri dan negara Jepang untuk suatu peluang bisnis kimia hijau Luar biasa keren BRPT TPIA CUAN
2023-08-08,BRPT,Dengan kerjasama antara Perusahaan perusahaan yang luar biasa hebat dalam menjajaki peluang Kimia Hijau BRPT TPIA CUAN
2023-08-08,BRPT,Kerjasama antara PT Chandra Asri Petrochemical Tbk Chandra Asri Nippon Shokubai Co Ltd NSCL dan PT Nippon Shokubai Indonesia NSI akan menghasilkan hasil yang baik BRPT TPIA CUAN
2023-08-08,BRPT,Keren pake buanget BRPT TPIA CUAN
2023-08-08,BRPT,Emejiinggg Chandra Asri keren bangett BRPT TPIA CUAN
2023-08-08,BRPT,Kerjasama Candra asri dan Pihak Jepang untuk Binis kimia Hijau ini keren BRPT TPIA CUAN
2023-08-08,BRPT,Investasinya buat memperkuat bisnis pembangkit listrik Chandra Asri Hebat bangett BRPT TPIA CUAN
2023-08-08,BRPT,Semoga dengan investasi di pembangkit listrik dari Emiten petrokimia PT Chandra Asri Petrochemical Tbk semakin memperkuat bisnisnya BRPT TPIA CUAN
2023-08-08,BRPT,Keren Banget Euy Candra Asri Investasi untuk memperkuat bisnis pembangkit listrik Jos pokoke BRPT TPIA CUAN
2023-08-08,BRPT,Hebat betul nih Join bisnis Candra Asri dan Jepang untuk peluang bisnis kimia hijau BRPT TPIA CUAN
2023-08-08,BRPT,Hebat betul nih Join bisnis Candra Asri dan Jepang untuk peluang bisnis kimia hijau BRPT TPIA CUAN
2023-08-08,BRPT,Chandra Asri Amazing BRPT TPIA CUAN
2023-08-08,BRPT,Waw Emiten petrokimia PT Chandra Asri Petrochemical Tbk berinvestasi sebesar US 200 juta untuk memperkuat bisnis pembangkit listrik BRPT TPIA CUAN
2023-08-08,BRPT,Waw Emiten petrokimia PT Chandra Asri Petrochemical Tbk berinvestasi sebesar US 200 juta untuk memperkuat bisnis pembangkit listrik BRPT TPIA CUAN
2023-08-08,BRPT,Chandra Asri TOP BGT dahh BRPT TPIA CUAN
2023-08-08,BRPT,Chandra Asri Mantappp bangett BRPT TPIA CUAN
2023-08-08,BRPT,Semoga kerjasama PT Chandra Asri Petrochemical Tbk Chandra Asri Nippon Shokubai Co Ltd NSCL dan PT Nippon Shokubai Indonesia NSI membawa kebaikan bersama BRPT TPIA CUAN
2023-08-08,BRPT,Congrats yaa Chandra Asri BRPT TPIA CUAN
2023-08-08,BRPT,Indonesia sekarang luar biasa hebat lho Karena dengan PT Candra Asri bisnis ini smakin maju BRPT TPIA CUAN
2023-08-08,BRPT,Investasi yg besar dari PT Chandra Asri Petrochemical Tbk untuk Penguatan bisnis pembangkit listrik keren ini BRPT TPIA CUAN
2023-08-08,BRPT,PT Chandra Asri Petrochemical Tbk Chandra Asri Nippon Shokubai Co Ltd NSCL dan PT Nippon Shokubai Indonesia NSI menjajaki peluang bisnis kimia hijau BRPT TPIA CUAN
2023-08-08,BRPT,Emiten petrokimia PT Chandra Asri Petrochemical Tbk TPIA melakukan investasi sebesar US 200 juta atau setara Rp2 9 triliun untuk memperkuat bisnis pembangkit listrik BRPT TPIA CUAN
2023-08-05,BRPT,BRPT TPIA CUAN Awas Lu pada bocil avkor
2023-08-05,BRPT,Om PP be like Awas aja ni bocil gw kepret nnti di hutan pabrik w BRPT TPIA CUAN
2023-08-05,BRPT,Wooo Avkor seru menyerang Ngeri asli Avkor Yang diserang Kejora Barito wkakakakaka Asli ras paling mengerikan semuka bumi Ga berani cari ribut dengan Ava Korea BRPT TPIA CUAN
2023-07-31,BRPT,BRPT Setelah dipikir pikir kalo gagal break bisa aja berpotensi membentuk lower low sebaik dbawah 750 CL dl tengkorak_dan_tulang tengkorak_dan_tulang
2023-07-31,BRPT,BRPT Ada potensi reversal Swing Entry 755 765 SL 735 Disclaimer on Yuk bisa lagi yuk
2023-05-25,BRPT,BRPT BUY Berada di Bottoming Area berpotensi melanjutkan penguatan Area beli terbaik pada range 790 810 Stoploss jika Closing di bawah level 780 Disclaimer On BRPT BahanaSekuritas
2023-03-26,BRPT,BRPT Daily Chart masih ada peluang naik setelah mantul dari support Pola candlestick Morning Star
2023-03-20,BRPT,BRPT ACCUM BUY Berhasil Rebound dari Bottoming Area berpotensi terjadinya penguatan Area beli terbaik pada range 770 800 Stoploss jika Closing di bawah level 750 Disclaimer On BRPT
2023-03-08,BRPT,komposisinya gede juga doi di CUAN kaya BRPT
2023-02-21,BRPT,BRPT SUDAH KAMI POSTING TERUS SEJAK 12 DESEMBER 2022 REMINDER TERUS GAK BOSAN BOSAN SEJAK HARI ITU SAMPAI DENGAN HARI INI BRPT UDAH 18 ALHAMDULILLAH CHANNEL GRATIS BUAT SELURUH INVESTOR RITEL BENTUK PENGABDIAN SAYA UNTUK REKAN REKAN SEKALIAN
2023-02-18,BRPT,Tim manajemen nya oke banget Pengalaman ngurusin perusahaan begini Pengendalinya juga masuk orang terkaya di indonesia Orangnya udah paham bnget sama bisnis2 sektor energi TPIA BRPT terbukti oke Gw sih gak kuatir ya kalo nyangkut di CUAN
2023-02-16,BRPT,Struktur IPO CUAN ARA 25 ARB 7 No Waran Public 1 690 000 000 lbr 15 Harga IPO 200 220 modal 200 Modal saham 11 241 890 000 lbr Incar dana 371 8 M UW HP henan putirai dan OD BRI Struktur biasa aja nilai 5 Pemilik nya CUAN sama dengan BRPT TPIA
2024-12-30,KARW,Medium par follow karw
2024-12-30,KARW,berharap mengikuti jejak karw atau bahkan pani
2024-12-29,KARW,kya karw sb mere jaisw Shareef thori h
2024-12-27,KARW,tapi kalo disuruh pilih 1 mending KARW LABA PACK
2024-12-26,KARW,karw
2024-12-25,KARW,Merhatiin karw dari 1000an dan diperhatiin doang bkan di bid adlah kesalah trbesar 2024
2024-12-25,KARW,PACK lebih lebih dari KARW tapi susah masuknya
2024-12-25,KARW,tolongg sangkut karw
2024-12-25,KARW,Spill yg bisa kek karw
2024-12-25,KARW,Contohnya KARW dan setelah batal langsung down to the earth
2024-12-23,KARW,The Story of Meleng Punjabi nyangkut di netv sama karw wkwk cacing cacing naga naga
2024-12-22,KARW,lhaaaa ternyata gitu pantesan ada mall baru di karw gue nyari kok gaada musola
2024-12-22,KARW,Baru nongol lagi bagaimana kabar kalian
2024-12-22,KARW,Murga karw
2024-12-20,KARW,Toh teri mummy ko nanga hone ka wait karw kya
2024-12-20,KARW,Saham PT Meratus Jasa Prima Tbk hari ini tepat 30 tahun yang lalu tercatat di Bursa Efek Indonesia dengan kode KARW Saat ini KARW berada di Papan Pemantauan Khusus karena memiliki ekuitas negatif pada laporan keuangan terakhir BEI IDX IPOAnniversary Saham
2024-12-20,KARW,Allah asani karw
2024-12-18,KARW,Bhtt zeyada bhae Mai ek dam relax rehti hn Meri Zindagi Mai masly kam hn Jo ab in ko bhi sar py sawar karw
2024-12-17,KARW,Bechara akele kya kya karw
2024-12-16,KARW,Akela ye kya kya karw
2024-12-16,KARW,Aksi Jual Pengendali Jadi Sentimen Negatif buat Saham Meratus Jasa KARW
2024-12-16,KARW,Aksi Jual Pengendali Jadi Sentimen Negatif buat Saham Meratus Jasa KARW
2024-12-16,KARW,Harga saham KARW sudah naik sekitar 77 dari pembahasan yang ada sebelumnya di page trakteer wavetiga
2024-12-16,KARW,KARW Masih bisa lanjut tren naiknya Elliott Wave Analysis
2024-12-16,KARW,Aksi Jual Pengendali di Harga Tinggi Saham Meratus Jasa KARW ARB Lagi
2024-12-16,KARW,Aksi Jual Pengendali di Harga Tinggi Saham Meratus Jasa KARW ARB Lagi
2024-12-15,KARW,Boleh minta pendapatmu kalo karw gimana
2024-12-14,KARW,Kabar Terbaru dari Meratus Jasa Prima KARW via
2024-12-14,KARW,Pahli baar me hi khud ki bezzati karw ali
2024-12-14,KARW,Mai nai tu kar dia ap b karw
2024-12-14,KARW,KARW dan PACK adalah contoh awal akan trend nanti saham2 gocapan dan dibawah gocap digunakan buat backdoor listing shm
2024-12-14,KARW,Saranakelola Investa Jual Saham Meratus Jasa KARW Senilai Rp35 Miliar Ada Apa
2024-12-13,KARW,Masuk Papan Pemantauan Khusus BEI KARW Buka Suara
2024-12-10,KARW,Lowde tu ye sb Mt dal hamesha dalte ho unlog perform nh karw
2024-12-10,KARW,KARW kemarin kita entry di box kuning posisi udah FP saat ini konsol di resistance dan besok jumat ada pubex selama ini ga pernah bikin LL menarik bagi yg paham risikonya
2024-12-10,KARW,सभ ल ग follow karw follow back milega
2024-12-08,KARW,Allah Pak khair karw
2024-12-08,KARW,Shm Performa YTD saham Indo seperti KARW masih jauh lebih baik daripada Top 25 SP 500 NYSE dan Nasdaq lt King BEI
2024-12-07,KARW,Bs kia karw hum
2024-12-06,KARW,Jadi backdoor listing ini sangat menarik Saham tahun ini yang fenomenal yakni KARW dan PANI Utk masuk Bursa Bisa lewat IPO Atau merger dan akusisi emitem yang sudah masuk di bursa saham Istilahnya kita sebut backdoor listing Mengapa ini dilakukan Untuk mempercepat
2024-12-06,KARW,yang KARW yang mana bang
2024-12-04,KARW,Bhot hai bhai abi large caps multiple xs kar gae to is bat ka rona baki coins kiu nahi kar rahw bhai sabar to karw paisa large caps mid caps low caps main ayega r phir aise coins din main 200 300 percent de dege
2024-12-02,KARW,Ye ap kiyon gunah ko expose karw rahy hain
2024-12-01,KARW,Yes Allah rehem karw
2024-11-30,KARW,Inko itni taklif hai toh apane yahan include kar le yahan apni G marwane ki kosis na karw
2024-11-28,KARW,Emiten LILY kalo di IHSG bandarmology nya bisa diibaratkan seperti PANI MLPT JIHD atau KARW
2024-11-28,KARW,Yeh nahi hatne wala aur 6 month baad elections bhi hai bihar mai Waha supda saaf karw ke hi hatega yeh
2024-11-27,KARW,Tere me dam he to tu giraftar karw
2024-11-26,KARW,ALLAH pak apna reham karw
2024-11-26,KARW,Elon Dhoke baz nahi Jald hi Wo kuch karw ga don t worry
2024-11-25,KARW,Saham DAAZ disuspensi sejak 21 November 2024 saham KARW disuspensi sejak 22 November 2024 amp saham SONA disuspensi sejak 31 Oktober 2024 BEI IDX Saham 2 2
2024-11-25,KARW,Bursa Efek Indonesia membuka kembali suspensi atas perdagangan saham PT Daaz Bara Lestari Tbk DAAZ PT Meratus Jasa Prima Tbk KARW amp PT Sona Topas Tourism Industry Tbk SONA di Pasar Reguler amp Pasar Tunai pada perdagangan sesi I tanggal 25 November 2024 IDX Saham 1 2
2024-11-25,KARW,KARW udah susah dapet barang
2024-11-25,KARW,Pagi Jumat lalu indeks bursa AS ditutup menguat Dow 0 97 SP 0 35 dan Nasdaq 0 16 Sebelumnya IHSG juga menguat 0 77 ke 7195 Rupiah berada di 15911 Dollar AS kurs BI Hari ini pembukaan suspensi saham DAAZ KARW dan SONA
2024-11-24,KARW,BEI Cabut Suspensi Tiga Saham DAAZ KARW Beredar di Papan Pemantauan Khusus
2024-11-24,KARW,PANI BREN KARW FORU SARJ
2024-11-24,KARW,kira kira right issue karw berapa x dari total entry yg katanya valuasinya 30 40T pas dibeli ad ports bang
2024-11-23,KARW,Rang orang pada ngegoreng si daaz kaya karw
2024-11-23,KARW,Banyak jer terbaru Meratus KARW DAAZ INPC
2024-11-22,KARW,Bursa Efek Indonesia menghentikan sementara perdagangan saham PT Meratus Jasa Prima Tbk KARW di Pasar Reguler amp Pasar Tunai sejak sesi I perdagangan 22 November 2024 Pada 24 Oktober 2024 hingga 21 November 2024 harga saham KARW meroket sebesar 156 BEI IDX Saham
2024-11-22,KARW,Harga Naik Ratusan Persen dalam Sebulan Saham KARW Disuspensi
2024-11-21,KARW,btc 120 karw 100 pani 60 karena average up terus jadi ga bagger bagger
2024-11-21,KARW,Promoting post na Kiya karw
2024-11-18,KARW,Saham KARW hingga DAAZ Kena UMA Setelah Harga Naik Tajam
2024-11-16,KARW,Ap nahi ap b aye serf karw
2024-11-15,KARW,Biasa hu bandar karw musuhnya
2024-11-14,KARW,KARW beli di 7000 average down sampe 1500 karena dimainin MG rame lagi di grup stockwise nya andry hakim makanya pada berani buy the dip
2024-11-14,KARW,Hahah bener pak ini karw naik apa gara ada orang bahas meratus distockbit wkwk Dia nunjukin alamat anak usaha AD PORT sama anak usaha meratus sama
2024-11-14,KARW,mana nih yg kmrn kerja di jogja gaji UMR yg ngecengin gw di karw bacod doank bisanya skill nya nol besar tajir juga kaga bacod nya doank yg di gedein
2024-11-13,KARW,Acha ji sahi hogaya tu hm kia karw
2024-11-13,KARW,allah rehem karw
2024-11-07,KARW,Bkl tu kya chata hai ki wo abb task hei na karw
2024-11-05,KARW,Ji blkl q nahi lekan urdu mai b share kia karw
2024-11-05,KARW,karw
2024-11-04,KARW,Sinyal perlawanan naik pada saham KARW yang sudah berjalan dari bulan lalu terlihat masih berlanjut diawal minggu ini
2024-11-04,KARW,KARW Bisa naik sampai berapa Elliott Wave Analysis
2024-11-04,KARW,terlalu fokus di pani amp karw lupa beli pas turun 2000an
2024-11-03,KARW,properti pani transportasi karw
2024-11-02,KARW,Prawashi bihari club me jumne ke liye sampark karw
2024-11-02,KARW,KARW bang
2024-11-01,KARW,kalau kayak karw hu
2024-10-29,KARW,Tidak membeli Karw
2024-10-29,KARW,PP ji mujhe bhi fallo back dekar pramot karne ka kast karw
2024-10-29,KARW,Essey ham kya karw
2024-10-28,KARW,antri KARW lagi
2024-10-26,KARW,Sale inki olad sab set he or hum in dallo ke liye social media per apna time barbad karw
2024-10-22,KARW,KARW ada support disini entry di 2 box kuning ini
2024-10-21,KARW,Haan Aisa he hai Allah Hifazat karw
2024-10-21,KARW,Allah Khan Sahab ki Hifazat karw
2024-10-21,KARW,Isko k Jitna bola jata h utna karta h bechara Kia karw bypolls me kia h ki ye tweet ki jimmedar h khair chodo dawa lika karo nahi to patiie t if bo ho jaogi
2024-10-21,KARW,Bsdk ty toti chorvka janjaat jhatu support er hau tou log bhi tere jaise chatna shuru karw kya
2024-10-20,KARW,Karwa Chauth ki shubkamnaye krwachauth karawachauth love dance karw via
2024-10-18,KARW,Kia karw fill smj ni aa rha
2024-10-18,KARW,Allah Hifazat karw
2024-10-18,KARW,Dhee ke laxxxnd tu bol tou ause raha bsdk 100 test khel ke baitha ho Bsdk jab achha karw tou gow say khun nikal aata hai tere or jara si kamia hui ki bhokna suru kar dwta hain
2024-10-17,KARW,Alla reham karw
2024-10-17,KARW,ACHA Socha karw ALLAH Salamat rhake
2024-10-17,KARW,Allah Fazal karw
2024-10-17,KARW,Kosas karengai ki aisa karw
2024-10-16,KARW,SIR MAI BAHUT PROBLEM ME HU PLS MERI MADST KARW
2024-10-16,KARW,Emitennya KARW ya kan min
2024-10-16,KARW,Kalo ada yang beli 1 Juta Lembar KARW di 2 Januari 2024 Sekitar 54 Juta Rupiah berarti sekaran nilai sahamnya jadi sekitar Rp5 Milyar Damn I missed the train
2024-10-14,KARW,Modal 5 juta bagger 10x di KARW jadi 50 juta
2024-10-14,KARW,Kiya enjoy karw
2024-10-13,KARW,Atankiyon ka Sara Kam ab ye khulle kam kar rhe h aur karw arhe hein Ye kahne m koi hichkichahat nhi h ki ye katl bjp RSS milkar karwa rhe h
2024-10-13,KARW,Mera karw do
2024-10-13,KARW,Karw
2024-10-12,KARW,yao ye nu hum ghata khabara da KMC na elawa de nuru tolo ki kha dada har zr ta zo mara sok m na she mani kawale da dona taim me asi khu na de tair karw dalta
